p1,p2,p3,p4,p5,p6,p7,c1,c2,c3,c4,c5
168,266,L1y8YaF3Si,0,296,190,bOysWHfNjE,False,True,False,True,False
230,159,GcymoECasU,0,201,148,1TufRptQYe,False,True,False,True,False
178,67,DzaLjPqXm5,0,179,216,IvTaB14V0p,False,False,False,True,False
46,19,Hz5nebN7Sc,1,127,270,YOry7BjmLs,False,False,True,True,False
205,71,TDKA5YzJpO,1,220,271,Y0EWkKVfH4,False,True,True,True,False
98,97,RZnO6LyGYW,0,299,272,nXex70Q1aT,False,True,False,True,False
130,282,B69jLqf5Xn,0,124,111,Ose0FXZPRJ,False,False,False,True,False
186,165,1Kqv0m4NAF,1,165,56,6X4qCUReIO,False,False,True,True,False
200,20,I8ZmPoNCLx,1,74,37,EqgAbMkTCI,False,False,True,True,False
254,28,ON5qk73bg9,1,94,107,rPGcCLg4ah,False,False,True,True,False
37,287,n5O3iPWMa6,1,164,157,hHzqfkQXr0,False,False,True,True,False
168,150,YfHLrSku4Q,0,227,50,YnebE01IhM,False,True,False,True,False
242,215,JyTKAWiFsk,0,97,119,iMRznTchYP,False,False,False,True,False
103,287,ynzAcmaql8,1,193,196,qZjUoxCgsl,False,False,True,True,False
51,200,pYr6i7cKPO,0,106,202,lqD0vIaFHm,False,False,False,True,False
60,292,1MlXvwBCEe,0,97,54,rloXkye6fN,False,False,False,True,False
283,83,rFEGyPi2Tl,0,298,221,I7FagkGTxQ,True,True,False,True,False
52,259,DKhWf9L2rB,1,157,227,qNOk3VgxJb,False,False,True,True,False
99,20,BwKP2LIQXE,1,27,20,8JNGXW47LO,False,False,True,True,False
133,84,B2sgSU0qtz,0,105,22,5l2BL0ejhc,False,False,False,True,False
284,120,8JKpwa94Sg,1,162,25,IB86MS12Dz,False,False,True,True,False
91,170,Jva086RSHx,1,299,5,kbrcsK0D4u,False,True,True,True,False
137,256,2OYyDrFfTd,1,264,130,e4516RUFDX,False,True,True,True,False
233,45,krNHQ2cVzR,1,238,270,cix3oUZqQS,True,True,True,True,False
145,87,zKQlgor06w,0,4,181,ypkVW0bH7d,False,False,False,True,False
120,268,pzP0qVkRGT,0,222,207,M0fY3dRgQs,False,True,False,True,False
132,47,jKoSEZmO86,0,160,166,EBFp57fidv,False,False,False,True,False
211,80,tXMQuiz6Pp,1,224,166,oprYGdsbWC,False,True,True,True,False
103,196,SJ5cbHOt4W,0,257,50,40gYsSpTyc,False,True,False,True,False
71,8,15ODhkcwfj,1,152,231,RahY3I07zW,False,False,True,False,False
171,281,osTZAlDjR5,0,191,290,byxLIRntqQ,False,False,False,True,False
116,290,JoYzbK7Wpm,1,109,266,LFgNkZo1jr,False,False,True,True,False
158,184,gy2tEwv4FX,1,174,242,0ZI5sfNhOm,False,False,True,True,False
294,278,6VtgRoLJGA,0,176,16,M6uph1ySkF,False,False,False,True,False
112,206,8mQzKnTeSP,0,130,15,xdJ2UgIsNH,False,False,False,True,False
161,103,4FVC21NTol,0,270,188,IAeocrjqva,False,True,False,True,False
238,99,eAWBYqUlOf,0,231,0,WbXjDnq6Rt,False,True,False,True,False
95,267,gM82E6Ayhs,0,45,165,0Kb2v7jRkr,False,False,False,True,False
88,22,CHz1OhK5A9,1,273,168,T9rgkHAz3q,False,True,True,True,False
170,59,dAGmjDnIK3,0,256,133,2tgZNwLOA8,False,True,False,True,False
147,154,fLmP7gr1J9,0,263,247,AOCIsQ7Y5E,False,True,False,True,False
243,13,IVwzSJOMxE,1,34,169,v4X5ZEVlwq,False,False,True,True,False
281,40,NiCFYK46f5,0,47,89,UaBkGI0CKu,False,False,False,True,False
286,183,0KIawhyYDQ,0,32,259,C6MKRLAD8w,True,False,False,True,False
108,16,lhCXNJHR2a,0,247,38,VjYrQUNSEA,False,True,False,True,False
3,291,8q2hgLyVzv,1,78,49,gNK6cvF0Q8,False,False,True,True,False
126,168,ogTcLNuFMZ,1,171,299,jVXZ36taeQ,False,False,True,True,False
192,220,HW2tv6yf5V,1,5,239,yCaATxki52,False,False,True,True,False
2,37,cUfWhwFuJN,1,203,52,CDE7aNVztL,False,True,True,True,False
151,29,eFtrJ5k9XR,0,0,65,cPAg27vdZm,False,False,False,True,False
12,299,RejJWCnmVq,0,124,25,SPRHmCrUL0,False,False,False,True,False
21,156,u105I4B9VE,1,15,16,jvp2QqKIWC,False,False,True,True,False
207,7,5VNyLcr96W,1,80,233,XsWatxEDP1,False,False,True,False,False
116,262,WbJlfoDp3a,0,42,23,JKIdjnYowz,False,False,False,True,False
70,175,auOnmUHKbd,0,9,89,QosSgbYDOG,False,False,True,True,False
251,215,8cDMElmg97,0,200,147,ukZBiwVMNl,False,False,False,True,False
212,212,3eiWhJ5wCt,1,103,45,g5XJGS3d12,False,False,True,True,False
286,151,ktfH5BhMwy,1,132,8,VtxZLvU1BD,False,False,True,True,False
146,295,tA9pEdirFs,0,268,64,mODojbwtYk,False,True,False,True,False
76,225,AwUDcG5hs9,0,98,215,pnmJB2tYTM,False,False,False,True,False
76,25,qomR41jpM3,1,154,109,fuo4HwlgQB,False,False,True,True,False
271,280,MAOJYRKv7s,0,133,35,tQXkSN5KZa,False,False,False,True,False
258,270,EXvcmkGUoM,1,13,35,14gqinCEBS,False,False,True,True,False
55,125,eWcNrb2iZd,1,57,63,bMA1n3jJlK,False,False,True,True,False
69,269,PLI57YjAxC,1,43,290,tPshdaV67j,False,False,True,True,False
220,211,1CyEYrJhNe,0,256,154,IkYyS2ODU3,False,True,False,True,False
215,150,98uCBaX2Tv,1,166,193,wetcvIz5QU,False,False,True,True,False
215,266,8ohg2Nvxar,1,22,196,VjzAdGC3B9,False,False,True,True,False
14,76,KmvCWQxSNr,0,46,269,jPAHFTlBU4,False,False,False,True,False
186,42,UXgLWtrDQF,0,188,12,ixWF6aO9Lb,False,False,False,True,False
112,149,xeJkO4PCmT,0,10,86,REtycGY04K,False,False,False,True,False
298,13,VM4i9lxKhX,0,57,68,JGCRl0sZ46,False,False,False,True,False
235,274,UIoX6bpFg7,0,0,261,UtiRj23Scm,False,False,False,True,False
24,122,pINqHaAM9F,1,168,239,GEmR287xq0,False,False,True,True,False
180,43,vqgLs2TZcQ,0,31,19,VafICetXAL,False,False,False,True,False
63,180,mDWu90g2sG,1,52,91,yvLE8BrzHo,False,False,True,True,False
139,92,JE1GLjoXtq,1,42,175,6Nq1XHuG7A,False,False,True,True,False
1,274,g18PwzZrQn,0,211,289,fKNem4QPwh,False,True,False,True,False
43,53,5d09e1sBzv,0,141,119,qgKDrtpeFG,False,False,False,True,False
111,259,ndh4NyG2X3,1,48,266,Je4DBvZVK1,False,False,True,True,False
91,131,PHNk082zvu,1,71,172,YtJArD265p,False,False,True,True,False
278,278,tfrC4noTRD,1,171,11,zPEyFjq781,False,False,True,True,False
167,55,5Y1tlaTuBi,1,204,242,yW3I2GDYhb,False,True,True,True,False
263,197,DjC7d5l60B,0,228,273,ch6QXgiEMb,True,True,False,True,False
1,115,keCqTF6cMP,0,298,233,9kgh1X7Hu2,False,True,False,True,False
208,169,ZD186UI7Qk,0,214,247,68bFzqYVte,False,True,False,True,False
52,187,SPGU8LIaCu,1,258,22,KLw1MFlf3e,False,True,True,True,False
272,71,XWMbHnKidJ,0,129,112,f3R6aF7zDA,False,False,False,True,False
167,208,xkqcjgp3tK,0,44,32,Oax3wkus8C,False,False,False,True,False
201,85,pedsYBV2PX,0,9,241,hbNkYwp0Vr,False,False,False,True,False
225,296,fp94htCOiB,1,20,51,5YzRGXrULx,False,False,True,True,False
176,184,XScBdAD0NG,1,55,126,Xub3UtK6aF,False,False,True,True,False
236,254,vTL0BmA27w,0,222,236,04OC2Tier3,False,True,False,True,False
241,238,PhkWt2aTiJ,0,198,292,nF6DOJWr0U,True,False,False,True,False
67,94,sVG48mHCXR,0,66,177,1AbpsVS8gh,False,False,False,True,False
207,245,CyNbfkmIEA,1,97,49,CitNludsex,False,False,True,True,False
141,196,Ocw7ieQIJ3,1,242,95,Sg8yfpTmJC,False,True,True,True,False
211,37,9P8zL1A6fb,0,285,166,x6dVN0cpUg,False,True,False,True,False
52,22,eoUIXmE6SV,0,28,26,kQ76AKIild,False,False,False,True,False
247,165,QMh93Cqm2S,1,94,42,nc45KYL9oR,False,False,True,True,False
22,76,XovKgqQBky,1,261,46,kY9roNsCT4,False,True,True,True,False
25,136,jYdx7PkGvz,0,89,122,GBDQWYARXi,False,False,False,True,False
279,210,gjiKz6mLut,1,178,143,i6dE9QPRMf,False,False,True,True,False
88,22,r5gcW1EU2k,0,187,100,pRN1bWaHzU,False,False,False,True,False
276,108,0T4uZRQpaJ,1,283,70,0bQOKR9auy,False,True,True,True,False
255,129,soWgz30Vxn,1,66,185,5gHGwFOmPi,False,False,True,True,False
105,63,hXgAFiqNay,1,283,58,FiIlDsUa2Q,False,True,True,True,False
140,103,m35RaK1B4i,0,171,248,zfA1JP0rqR,False,False,False,True,False
13,202,yAmth7ekNJ,1,257,224,WRT49Kk2nM,False,True,True,True,False
56,70,45UilYJvIh,0,103,253,TSfhQ9cgPz,False,False,False,True,False
288,106,UFbM1Txt4e,0,81,97,Rb0Vvhno2y,False,False,False,True,False
203,88,P3eX9ZsR0E,1,100,278,uvXKBFcEr7,False,False,True,True,False
195,262,SkMoZgiKzw,0,42,91,Rt5xslhf2I,False,False,False,True,False
243,1,gW7DAhMCc9,0,40,157,2ZTXQuC1YR,False,False,False,False,False
87,194,vdKZmNiPeL,0,68,267,PLawBG5ACq,False,False,False,True,False
57,278,SvYDa9Bmxo,0,286,193,38mHNjfktp,False,True,False,True,False
90,230,xsgNmEDpkK,0,129,229,ukCE68XYvO,False,False,False,True,False
58,14,MvQgPqnNiU,1,112,92,Yky056rsWf,False,False,True,True,False
6,237,fmytPFlZ9a,0,182,228,Qp10ODEsNc,False,False,False,True,False
160,17,NZUGgVD4cP,0,252,61,QlIrdqtb5S,False,True,False,True,False
126,181,PuZpqIlCnG,0,132,32,xzkMEKRFaN,False,False,False,True,False
294,130,fRhVM7UxbE,1,126,285,8a3vwj2rbY,True,False,True,True,False
265,167,ntf4bZ71iA,1,86,232,5DJNo90rR1,False,False,True,True,False
279,26,eiCs3E9zTD,0,227,187,GnN20fivj5,False,True,False,True,False
44,169,3sptUPmAkT,0,270,151,JzT52GB70C,False,True,False,True,False
241,58,ASEjbLqwdX,0,278,16,ZaRAGI9uUe,False,True,False,True,False
110,211,hXjF02lBie,0,270,282,w9SOM5Bqsd,False,True,False,True,False
177,186,PDJ3HRvYjl,1,70,160,ufoQbRzYsX,False,False,True,True,False
2,216,9igZpDQxlu,1,75,221,GOoNA8wELj,False,False,True,True,False
228,29,dHu82VpgFl,0,245,25,7FxkVSEea9,False,True,False,True,False
173,238,t7T19Zh0Wo,1,111,112,KrbAdLw2TM,False,False,True,True,False
83,17,A0zFvThnpG,0,123,274,lLZvxpeK1m,False,False,False,True,False
234,250,vDzsR0rtnL,0,72,265,eCjqWBFZzg,False,False,False,True,False
278,279,Ymk6dxswCW,1,233,50,wVLoZtT0jv,False,True,True,True,False
212,182,zNKACUDc1F,0,219,126,THkhv8InN2,False,True,False,True,False
68,82,u6Rqmbewx2,1,258,219,JewmSLGWcC,False,True,True,True,False
3,48,YaeVK2kq8O,1,240,289,4uzLlHTYoZ,False,True,True,True,False
217,84,jQrtUwJgyW,1,202,238,LYJwiyl6u1,False,True,True,True,False
18,113,xti4GnywWP,0,22,202,fMldWy782U,False,False,False,True,False
131,292,iUleGR5LxW,1,107,281,HNaTjeBvb7,False,False,True,True,False
74,51,fxW6HbiPJo,1,283,277,AuS7EVfZFB,False,True,True,True,False
211,197,b6rfoZLkxO,0,292,176,ow23ZydpI5,False,True,False,True,False
240,261,Yms3Q0oMWU,0,3,43,NYUtqvLbuh,False,False,False,True,False
239,196,G36iSqZuLr,0,22,160,V8sScrMJxB,False,False,False,True,False
153,113,YXKzn5q9r4,1,233,217,oW8Pg36BU7,False,True,True,True,False
168,70,fDXESJdH68,1,101,63,Ygc1nVpZMs,False,False,True,True,False
114,200,8ZBSwWax2n,0,168,139,cZJm0F82If,False,False,False,True,False
264,78,QX3WSHDGFJ,0,31,227,geXnj3Mpou,False,False,False,True,False
288,259,LDbQBvuH6d,0,91,239,wyGsb9lkpj,True,False,False,True,False
32,32,965EYbP2pk,0,132,209,8Ou3NzUs7w,False,False,False,True,False
276,93,fe0T6h8Kna,1,270,111,cy3sea7oJx,False,True,True,True,False
94,293,rQj5caRSk3,0,237,282,uE46aH9PAR,False,True,False,True,False
296,48,OMQofwJILb,1,153,41,4067PYjzFG,False,False,True,True,False
176,13,eSMOlUj4AK,0,257,215,nqo3OHDUFK,False,True,False,True,False
40,96,thmKHkDVo1,1,123,267,aNApolnOP7,False,False,True,True,False
289,199,PThapoJcM4,1,190,6,EGBLuz9Rwr,False,False,True,True,False
194,58,6afcMWgQId,1,297,104,YkfBVhpjgQ,False,True,True,True,False
155,225,WYiLub6XVF,0,56,207,6xhtKlNWGX,False,False,False,True,False
65,143,kjEw148riQ,1,212,20,PBmY1rL9sU,False,True,True,True,False
188,108,OKeMqaBvSx,1,12,105,t7KR9FsreM,False,False,True,True,False
180,291,8jJqoGyVpH,1,142,257,AqofaL04Rt,False,False,True,True,False
298,113,94VlzBcixZ,1,181,111,IHZmg0pBMz,False,False,True,True,False
17,21,ZcuyqYsEwt,1,67,60,6UCLDjmRaI,False,False,True,True,False
117,184,ySmfDYxkjQ,0,254,298,uYPED6t4b9,False,True,False,True,False
40,254,0ugwXG8dhK,1,170,118,JsVh9SHrvL,False,False,True,True,False
176,212,8IHvUaQGAN,0,54,149,Y5mBMhbaG7,False,False,False,True,False
29,129,6lGt7veoUE,1,183,204,uWdpsSzcqP,False,False,True,True,False
170,84,Pe3cvzoCSJ,0,27,276,4Ll3tWsDJq,False,False,False,True,False
146,253,osXyDa94gn,0,184,268,PJ1so8p06w,False,False,False,True,False
19,239,N3YIUXpxCa,0,64,271,lDtOdpyi1Z,False,False,False,True,False
269,8,St7WueqLVB,0,136,233,MZVzxG9FCm,True,False,False,False,False
151,212,NsYu6eEz1y,1,256,93,U3MAqfXb7R,False,True,True,True,False
268,105,c04XbFRA17,1,118,3,gB5NRdjwkq,False,False,True,True,False
105,134,Fxl4HY8sQ6,1,284,113,aJjflt8Rgr,False,True,True,True,False
42,175,aTO10GdkwI,0,263,270,j5ptfiEg2s,False,True,True,True,False
158,17,p6o0cThwle,1,273,177,GIi6aOCe8D,False,True,True,True,False
142,228,znUsKF73gk,1,245,237,igLkAvJT8x,False,True,True,True,False
274,69,WaL7f6rpis,1,16,111,NBUe3Jbghx,False,False,True,True,False
252,76,JbGgNYmRcL,1,241,160,nX17TjUIdV,False,True,True,True,False
136,182,COAUVdHBKi,0,76,165,10imQ97TtN,False,False,False,True,False
252,74,KgHry5vpu7,0,56,22,F4tUPNJkQG,False,False,False,True,False
27,238,GW8DPhV7Yb,0,159,237,mGeVOpaLRx,False,False,False,True,False
184,70,k9JudUQRY1,1,233,196,TIBp41i6kS,False,True,True,True,False
280,21,WIavSNiXgA,0,99,113,JpDIAu379t,False,False,False,True,False
32,188,GrdM7qfWlj,1,95,62,zq3NxrLmU5,False,False,True,True,False
198,209,dPu2oOEihw,0,215,277,7B8dtbQyJA,False,True,False,True,False
20,12,3A0XaN5Tug,1,289,168,wsSIEz8iD2,False,True,True,True,False
23,207,mAPCkUQuhy,1,207,48,EHTuJfOdm6,False,True,True,True,False
217,120,3BIH1lD4Ox,0,95,283,XkqiNw8hF9,True,False,False,True,False
288,78,7LaR9yDhAv,1,30,85,e7AIcZPBfi,False,False,True,True,False
232,53,Iyt4XLDG0u,0,145,155,O4MsSpgXfi,False,False,False,True,False
277,160,b6UsyZVJ2R,0,95,52,KTJMr7cvEd,False,False,False,True,False
263,8,irFx105Tk8,0,296,201,2xYGkVThRQ,False,True,False,False,False
139,96,0JmgUnfXRs,0,193,158,W19dsT8aBI,False,False,False,True,False
296,116,og5fpX4cNi,1,189,59,Pt9RkJCMTS,False,False,True,True,False
56,98,4CukJAsiqd,1,97,217,W8wfVkK9Ii,False,False,True,True,False
55,234,fcU5QZr4S6,1,273,236,jdtbOeysSv,False,True,True,True,False
145,13,GW5XKraBRU,1,42,237,AUPYCi82oH,False,False,True,True,False
156,249,LYTPgy274H,1,130,222,b9TNJCir0d,False,False,True,True,False
144,87,10zC9fKqQ3,0,245,189,ZhXzdasYbT,False,True,False,True,False
210,43,1OUtC3N2YX,1,101,268,fzuwOZ1ybJ,False,False,True,True,False
2,120,UzZwhq7YT4,0,127,233,6t8VDw2qfr,False,False,False,True,False
119,275,WDf3dVbhm9,0,216,116,R4nlwk3oqD,False,True,False,True,False
74,99,1qMVkhiG6d,0,69,10,ETxYnGC1Jp,False,False,False,True,False
223,192,parTxFkKj5,1,138,239,74DthfZH28,False,False,True,True,False
32,124,Z6QRPLb0Ay,0,111,148,c7MhLjymgU,False,False,False,True,False
102,98,prVe0baU3X,0,190,49,FDgldjprMv,False,False,False,True,False
112,29,qLdIAv5B3o,0,112,62,vPqiEek9so,False,False,False,True,False
170,199,5vMiLO7Wrs,0,255,62,ZfLlCa5bOU,False,True,False,True,False
279,283,Y2cIAfbEzV,1,260,266,G7AEFcgB8j,True,True,True,True,False
218,249,HYPDIOwsyg,1,119,119,d3PMSi0jOs,False,False,True,True,False
55,285,0P4gYGq9vu,0,237,7,IoBs1YOVqC,False,True,False,True,False
57,254,GrLMScp1wQ,1,68,212,JVvAlnwxQR,False,False,True,True,False
159,182,9y3c40e6p5,1,159,212,y5Aq4UKQCv,False,False,True,True,False
133,271,imc6hMApgv,0,197,236,RGJECn4Fsl,False,False,False,True,False
11,59,iYqfT5xGNv,1,83,279,rdaLupUOPq,False,False,True,True,False
210,196,wfGPKk4ziN,0,210,175,8EsPVjBiSN,False,True,False,True,False
227,203,s5LbphKZqu,0,32,242,Ne6F8zmDGH,False,False,False,True,False
24,0,U8GefEKwsm,1,139,107,KfbCTH64es,False,False,True,False,False
208,28,a6OkXxJKRw,0,288,20,mQDARi2Izk,False,True,True,True,False
171,249,oWL89gxAEa,0,272,221,SBjRWesmVi,False,True,False,True,False
189,250,sVEKoNQYxh,0,66,56,AVB6eOQaEc,False,False,False,True,False
58,245,1jkO80xeLD,0,91,80,dYbiaDW3c4,False,False,False,True,False
200,7,c5AGk2N1y8,0,222,156,0SzkV95Ynu,False,True,False,False,False
174,185,A7nlDgpUKv,0,177,6,9oaXtEj87Z,False,False,False,True,False
178,199,6nTEqg0jok,1,278,179,kg6P82Xezc,False,True,True,True,False
24,199,hgpa0TOWiM,0,136,172,2T7s3jZ08D,False,False,False,True,False
136,264,IE3iOXmBcF,0,236,157,Y24FL0AzkC,False,True,False,True,False
26,235,TqKaHZXfSg,1,164,54,CdJBhbGcIy,False,False,True,True,False
44,298,4ufW3BZACd,1,177,142,qUTVFWO5dg,False,False,True,True,False
108,90,o69sSKZyMj,0,108,87,1l0h9naojg,False,False,False,True,False
3,248,346Ye5PFX7,0,249,153,yCracRSUD8,False,True,False,True,False
38,86,iKk1jfGpun,0,36,151,EJZGzP8dkH,False,False,False,True,False
207,69,kOCTvXJPBL,1,10,14,RMIrD4kLsC,False,False,True,True,False
20,71,ZWXgx6IiAT,0,138,191,30lO9DImL5,False,False,False,True,False
182,118,s0cBPJDgt3,0,1,228,GNW7xuVSPr,False,False,False,True,False
129,268,MrX284y0zk,0,295,89,LsrRjFIWau,False,True,False,True,False
297,67,ChQA6qMGWv,1,186,3,qzSXbIUo46,False,False,True,True,False
182,159,CJ5jPyOYnh,0,249,7,N7KSGQiLTf,False,True,False,True,False
275,255,3SgBo8WE7U,1,253,236,ZHovB3wsUq,True,True,True,True,False
102,205,BUWHx9qs8K,0,204,114,LkWcvNCiGr,False,True,False,True,False
251,153,aowkbZf2Ln,1,208,32,AQWINmthTx,False,True,True,True,False
184,48,Nj5oZlPCta,1,283,203,k5ocSZKzbH,False,True,True,True,False
26,31,9yjZnsYcPN,0,277,109,S9iCIKkL4g,False,True,False,True,False
246,89,BywZXTNpgs,1,132,5,6jowzpEVsc,False,False,True,True,False
50,122,x7duU4V3Zr,0,289,88,GvJF0DoNAi,False,True,False,True,False
291,296,IwM03EZtbv,0,270,169,AtqXuRIJ3C,False,True,False,True,False
51,82,2lYvDgO8eW,1,88,157,DefXh9uEya,False,False,True,True,False
63,125,hcEY0diVvT,1,276,90,KUJEYnd86B,False,True,True,True,False
213,191,Mer8tUwXS6,0,189,286,4BmUpnejsV,False,False,False,True,False
281,98,jzucgXN3RQ,0,133,107,DSwjc23GRe,False,False,False,True,False
183,83,6IKrEZ5VC8,1,212,131,FRladBSZeC,False,True,True,True,False
215,38,ga2sxHC9Ar,1,285,41,zGir4VybSp,False,True,True,True,False
267,70,T2qj354InE,1,74,228,GfQPpCShBA,False,False,True,True,False
273,81,kHzM7sebPt,0,63,53,Gp4xOZSi5C,False,False,False,True,False
203,13,eoRJXldQwc,0,95,91,Oz5fhgGn6J,False,False,False,True,False
81,245,oT47aD5uH6,0,1,81,X1VgvHZae7,False,False,False,True,False
285,206,nZyas7HzCY,1,91,143,0Ue1GtBmru,False,False,True,True,False
32,174,TytAMB7XOu,1,258,5,7cIQklZv6V,False,True,True,True,False
88,241,nTS3aYDIFH,0,28,196,HS7MFXW6Lj,False,False,False,True,False
99,219,5SZR31KHTw,1,232,137,ifHXLtrkPI,False,True,True,True,False
34,51,d7VvOz4U0a,1,3,12,BkcTMZFX0x,False,False,True,True,False
101,76,vJT1lYtUoN,0,217,99,9opGWhsVi2,False,True,False,True,False
253,178,Eu5azYUd24,1,297,203,a2SlM5gXnB,False,True,True,True,False
21,111,MgmbENRGdz,1,159,272,tTSXEjymDL,False,False,True,True,False
31,145,zcCBhVLOZK,1,82,153,zPubmrZ0Ko,False,False,True,True,False
256,47,p7i2jOlvHS,0,288,47,43szydxw1D,False,True,False,True,False
31,29,VywxnSJvB6,0,91,80,iICjuQA1Jh,False,False,False,True,False
276,251,tCpJQAknTw,1,179,36,gRk5y3ftOW,False,False,True,True,False
86,277,kf5Ow7Ulv9,0,215,183,acLnWNTUdV,False,True,False,True,False
42,113,CoVb8rnZjw,1,259,216,SjUdxehWXi,False,True,True,True,False
282,298,Gg19zYyPuM,1,19,102,eABTlJhjSu,False,False,True,True,False
184,227,sz5Xa2TeVB,0,51,76,LjMX8K4tZF,False,False,False,True,False
57,60,08iJmPogR5,1,215,67,fpVDYRbO52,False,True,True,True,False
116,232,xvXdDATLzq,1,269,129,CaLJtoU8P4,False,True,True,True,False
158,98,DtN3UOMd16,1,103,188,2fCktp5r96,False,False,True,True,False
145,68,xPAZvzjfdm,1,168,208,0NcfoKXiQm,False,False,True,True,False
285,126,n9jRzyYvE7,0,219,124,J0tRqrFhwP,False,True,False,True,False
122,246,oPAdSlnOYt,1,157,154,GD5IlQqox6,False,False,True,True,False
4,173,fEvoe56PwC,1,175,215,lbPQctiNEn,False,False,True,True,False
167,122,M4js81QJaF,0,209,61,62ag7qk85x,False,True,False,True,False
197,60,hTcL1U8trX,1,181,273,JUtvN90FHB,False,False,True,True,False
287,271,KmGiXMjTfR,0,72,86,l6b9Vjv1sH,False,False,False,True,False
162,203,ABenVy6COv,1,139,152,OUs8DVenLT,False,False,True,True,False
159,205,fpFQRVZOcg,0,296,197,NHt6iZGrTo,False,True,False,True,False
44,93,CjXVPQzUDF,0,284,79,MsNDiK1XxI,False,True,False,True,False
20,121,EWf7zBdTsi,0,167,216,j90NhIuwMy,False,False,False,True,False
3,53,DvsxrWOlpC,1,8,239,UOD5SkEJTY,False,False,True,True,False
100,136,8zZg4AtLRb,1,93,95,NHDOhA9ZkE,False,False,True,True,False
33,268,gpjLq0DWIN,0,284,280,fbHda3nrlA,False,True,False,True,False
210,84,GmwSNo43zL,1,113,236,5oBFWluYps,False,False,True,True,False
291,37,vonDZ7OXRp,0,12,135,eQPxvTh8Xk,False,False,False,True,False
128,226,IC5MpfBGEa,1,86,80,P3ML5y6qZD,False,False,True,True,False
235,190,h4RectG6xF,0,270,171,XLIdxtjMcw,False,True,False,True,False
170,177,kh5TMg7ENs,1,157,294,prVPIswSJ5,False,False,True,True,False
63,121,TxzLmA7Xva,1,169,149,lzsfKwOJqT,False,False,True,True,False
184,68,4mzYTfpChR,1,33,115,nklyrha4BK,False,False,True,True,False
93,256,tHny8X7Ru2,0,238,235,vTPaEfM8Ut,False,True,False,True,False
56,29,SnQ8rBphIy,1,293,95,vQ8Yxf4ZWo,False,True,True,True,False
183,168,2KblVfqRoF,0,175,125,ZsJpXbWUac,False,False,False,True,False
283,200,s7HqKfXCA9,1,109,279,E12xdMCAk8,True,False,True,True,False
279,87,ixmW9dAYNy,0,217,2,M82Ghsf91g,False,True,False,True,False
113,292,jnkuO8bpa4,1,136,52,ahkGdZxfi9,False,False,True,True,False
107,247,9TEAcvIKad,1,64,216,jABCVUud46,False,False,True,True,False
205,218,0XRNHqypJM,0,1,142,RSGbd16og2,False,False,False,True,False
273,106,KzNTY4rQnD,0,2,218,hXEzK9bQ6A,False,False,False,True,False
225,183,Nw3YSeaqgn,1,169,101,CWXg8jxmtV,False,False,True,True,False
269,34,xmLyEOsY2Z,0,169,139,ioaRfUSp0J,False,False,False,True,False
110,274,WRyFL9NlXS,1,118,118,fz59RMWLih,False,False,True,True,False
87,264,AHJdVPhimk,0,87,177,WMDLmEgl3G,False,False,False,True,False
288,87,QN6uaotzA2,1,175,160,O2VM9Qcty8,False,False,True,True,False
124,234,wHDnyUmWdT,0,99,58,vzwHa1Fb3r,False,False,False,True,False
161,190,Z1ycOGB2Rd,1,4,248,ypXqC8OGbx,False,False,True,True,False
10,243,q0gvKl92XY,0,298,112,VeY2k60DZc,False,True,False,True,False
13,91,um8PqgnKNT,1,2,12,S7svZBxhA4,False,False,True,True,False
87,44,ufiNsL9xBI,1,205,95,9GLoZg6Xlw,False,True,True,True,False
12,195,39Ft4qDUYk,0,244,92,dyRAilE5sz,False,True,False,True,False
190,37,D2dnzJ56iP,0,287,278,AEJQzpV8fZ,False,True,False,True,False
80,122,ki0Q5es1xA,0,13,52,EcN8xS7WH9,False,False,False,True,False
287,31,pev2wZHMb8,1,161,57,0Ii2eU1HsV,False,False,True,True,False
219,102,LGHY7AeOxD,0,5,99,UJ91gw4yN5,False,False,False,True,False
15,15,FHy7gQnbCD,0,223,223,SR3eJuhYxg,False,True,False,True,False
28,158,uAcrIOK3sl,0,84,214,o0EvNgr7na,False,False,False,True,False
136,209,TXSmaq1Eug,0,77,72,4IjeoXRQP6,False,False,False,True,False
131,219,YLhZa3J1jg,0,19,77,ujaoLMW2Hf,False,False,False,True,False
149,12,N32c0LlZum,1,73,296,Jik5XzS1mx,False,False,True,True,False
128,9,vhqPtoKkHu,0,62,102,Gh21diWVjR,False,False,False,False,False
83,198,Grg4TpUhFA,0,170,246,uxIjHALXS3,False,False,False,True,False
158,184,x65soiYDHm,0,189,85,YiF3GMaXQs,False,False,False,True,False
191,236,GhTOs3gN0E,1,180,287,mR6zD10NAk,False,False,True,True,False
291,206,afn7cVSQEz,0,90,28,MZlA1UHfmK,False,False,True,True,False
213,135,1HBcTNA8QV,1,81,113,gdn2ZkrUXW,False,False,True,True,False
95,239,GN5t8lZjmL,1,159,295,M1BSeXgVcb,False,False,True,True,False
18,257,wODImEkXuQ,1,169,59,wWePITp0Yg,False,False,True,True,False
163,253,mH3MLPacX9,1,43,285,piCUdNP0qQ,False,False,True,True,False
160,32,3HMeNnyVYA,0,163,139,so5wPHRDbl,False,False,False,True,False
71,251,qNK56oU3lh,1,74,278,uOzQbrlP6G,False,False,True,True,False
207,141,A6ijr83Oaz,1,149,37,MDZIb12dWF,False,False,True,True,False
